"elevation","aspect","slope","horizontal_distance_to_hydrology","vertical_distance_to_hydrology","horizontal_distance_to_roadways","hillshade_9am","hillshade_noon","hillshade_3pm","horizontal_distance_to_fire_points","wilderness_area","soil_type","lodgepole_pine"
3011,93,12,42,3,6313,239,222,111,3181,"wilderness_area_1","soil_type_29","1"
3011,5,10,127,16,6047,207,220,150,3442,"wilderness_area_1","soil_type_29","1"
3008,43,8,170,17,5987,222,223,136,3500,"wilderness_area_1","soil_type_29","1"
2878,120,27,150,75,4807,253,207,63,4672,"wilderness_area_1","soil_type_30","1"
2527,86,11,210,7,1165,236,222,117,4898,"wilderness_area_1","soil_type_18","1"
2922,95,16,192,49,5402,244,214,94,4090,"wilderness_area_1","soil_type_29","1"
2880,117,8,85,7,5254,234,233,131,4237,"wilderness_area_1","soil_type_29","1"
2804,17,37,30,19,4315,164,138,88,5179,"wilderness_area_1","soil_type_30","1"
2801,83,11,534,69,3131,235,221,116,6394,"wilderness_area_1","soil_type_12","0"
2654,85,21,285,7,1318,245,200,76,5594,"wilderness_area_1","soil_type_29","1"
3044,72,10,120,7,6560,231,221,122,2969,"wilderness_area_1","soil_type_29","1"
3021,39,10,30,3,6352,221,217,130,3170,"wilderness_area_1","soil_type_20","1"
2890,318,17,67,17,5054,173,222,188,4448,"wilderness_area_1","soil_type_24","1"
2837,300,25,134,75,3828,143,221,215,5687,"wilderness_area_1","soil_type_29","0"
2850,59,8,256,92,3598,227,223,130,5923,"wilderness_area_1","soil_type_12","0"
2883,326,15,30,10,5148,181,221,180,4367,"wilderness_area_1","soil_type_16","0"
2857,65,9,268,92,3635,229,222,126,5899,"wilderness_area_1","soil_type_12","0"
2804,45,2,553,61,3094,220,234,151,6462,"wilderness_area_1","soil_type_20","1"
2518,79,9,295,37,1114,232,224,124,4793,"wilderness_area_1","soil_type_18","1"
3083,153,10,85,6,6895,232,241,139,2680,"wilderness_area_1","soil_type_29","1"
3064,110,16,90,4,6717,245,221,100,2848,"wilderness_area_1","soil_type_29","1"
2850,273,16,201,78,3816,177,243,205,5726,"wilderness_area_1","soil_type_29","0"
2798,45,1,459,55,3020,219,236,154,6555,"wilderness_area_1","soil_type_20","1"
2791,80,8,371,48,2936,231,225,127,6644,"wilderness_area_1","soil_type_20","1"
2538,133,9,300,2,1194,234,236,133,4842,"wilderness_area_1","soil_type_18","1"
2500,114,8,240,19,849,235,232,129,4678,"wilderness_area_1","soil_type_18","1"
3034,16,6,108,16,6249,215,227,149,3311,"wilderness_area_1","soil_type_29","1"
2922,121,18,218,36,5542,247,223,97,4002,"wilderness_area_1","soil_type_29","1"
2985,81,10,391,17,5754,233,223,121,3808,"wilderness_area_1","soil_type_29","1"
2890,307,17,42,13,5226,171,227,196,4329,"wilderness_area_1","soil_type_24","0"
2824,94,10,573,69,3294,236,225,119,6298,"wilderness_area_1","soil_type_12","1"
2755,81,15,95,12,2711,239,212,99,6540,"wilderness_area_1","soil_type_12","1"
2750,26,6,256,27,2337,217,227,146,6237,"wilderness_area_1","soil_type_12","1"
2680,156,3,150,10,1490,223,239,152,5526,"wilderness_area_1","soil_type_29","1"
2909,124,23,170,29,5086,251,217,81,4482,"wilderness_area_1","soil_type_24","1"
2848,98,14,175,56,4331,243,219,102,5242,"wilderness_area_1","soil_type_29","0"
2813,75,8,150,21,4187,230,225,127,5389,"wilderness_area_1","soil_type_29","0"
2850,90,12,474,88,3473,239,220,110,6126,"wilderness_area_1","soil_type_12","0"
2651,112,9,90,4,1374,237,230,124,5360,"wilderness_area_1","soil_type_29","1"
2524,138,6,234,42,1218,230,238,141,4713,"wilderness_area_1","soil_type_18","1"
2690,110,10,95,8,1740,238,229,120,5666,"wilderness_area_1","soil_type_29","1"
3044,315,2,95,7,6478,214,237,161,3153,"wilderness_area_1","soil_type_29","1"
3047,256,4,108,3,6448,210,242,170,3181,"wilderness_area_1","soil_type_29","1"
3047,180,2,124,10,6419,220,240,157,3209,"wilderness_area_1","soil_type_29","1"
3001,171,10,240,19,5978,227,245,150,3633,"wilderness_area_1","soil_type_29","1"
2896,67,16,67,10,5451,235,206,98,4150,"wilderness_area_1","soil_type_29","1"
2890,304,17,60,7,5305,172,229,197,4294,"wilderness_area_1","soil_type_24","0"
2618,89,11,0,0,1343,236,223,117,5209,"wilderness_area_1","soil_type_29","1"
3205,285,3,488,53,5933,212,239,165,1172,"wilderness_area_1","soil_type_29","0"
2760,84,7,256,31,2449,230,228,131,6196,"wilderness_area_1","soil_type_12","1"
2715,120,4,247,26,2005,226,236,145,5818,"wilderness_area_1","soil_type_12","1"
2660,114,6,30,-5,1584,230,234,138,5431,"wilderness_area_1","soil_type_29","1"
3109,105,11,395,-39,6126,239,226,116,1320,"wilderness_area_1","soil_type_20","0"
2781,62,11,150,33,2859,230,216,118,6446,"wilderness_area_1","soil_type_12","1"
2761,273,10,60,10,2676,192,243,190,6288,"wilderness_area_1","soil_type_29","1"
3116,273,13,503,-32,6208,184,243,199,1463,"wilderness_area_1","soil_type_29","0"
2844,137,28,85,36,5226,249,217,76,4451,"wilderness_area_1","soil_type_29","1"
2714,50,8,218,25,2060,224,223,133,5710,"wilderness_area_1","soil_type_12","1"
3113,135,1,0,0,6831,221,238,153,2455,"wilderness_area_1","soil_type_29","1"
3064,135,7,0,0,6749,231,237,138,3005,"wilderness_area_1","soil_type_29","1"
2975,210,23,95,23,5930,196,254,184,3778,"wilderness_area_1","soil_type_30","1"
2890,37,17,426,87,4516,217,200,113,5181,"wilderness_area_1","soil_type_29","0"
2665,87,5,120,-2,1673,227,232,140,5276,"wilderness_area_1","soil_type_29","1"
2602,338,15,0,0,1510,186,217,170,5060,"wilderness_area_1","soil_type_16","1"
3113,31,6,42,0,6793,219,228,145,2446,"wilderness_area_1","soil_type_29","1"
2962,200,23,67,13,5937,204,253,172,3789,"wilderness_area_1","soil_type_30","1"
3142,160,20,591,-6,5827,236,239,124,1392,"wilderness_area_1","soil_type_29","1"
2880,40,23,450,88,4337,214,182,92,5399,"wilderness_area_1","soil_type_29","0"
2785,174,9,153,13,2995,226,245,152,6438,"wilderness_area_1","soil_type_30","1"
2627,1,14,67,25,1546,199,213,150,4977,"wilderness_area_1","soil_type_12","1"
3172,193,17,361,72,5568,216,251,164,1380,"wilderness_area_1","soil_type_29","1"
3168,270,9,400,36,6411,195,244,187,1813,"wilderness_area_1","soil_type_29","1"
3149,195,8,108,17,6607,219,247,163,2125,"wilderness_area_1","soil_type_29","1"
3083,162,10,90,3,6885,230,243,144,2940,"wilderness_area_1","soil_type_30","1"
2814,303,15,30,6,5172,179,232,193,4573,"wilderness_area_1","soil_type_29","1"
2873,27,21,480,81,4291,206,189,111,5465,"wilderness_area_1","soil_type_29","0"
2808,57,16,175,23,3141,229,206,105,6536,"wilderness_area_1","soil_type_12","1"
2769,45,6,212,11,2605,222,226,139,6054,"wilderness_area_1","soil_type_12","1"
2696,36,6,180,7,1959,220,226,142,5439,"wilderness_area_1","soil_type_29","1"
2506,113,8,95,16,1110,234,232,129,4351,"wilderness_area_1","soil_type_18","1"
3132,116,7,216,19,6661,233,233,133,2376,"wilderness_area_1","soil_type_29","1"
3126,121,4,170,13,6679,227,236,144,2424,"wilderness_area_1","soil_type_29","1"
2991,45,15,42,0,6221,223,206,113,3573,"wilderness_area_1","soil_type_24","0"
2808,113,7,0,0,5238,233,233,132,4525,"wilderness_area_1","soil_type_29","1"
2883,101,4,525,46,3939,226,234,144,5850,"wilderness_area_1","soil_type_12","1"
2844,30,17,256,43,3368,213,202,120,6462,"wilderness_area_1","soil_type_30","1"
3152,190,17,297,62,5501,218,251,161,1400,"wilderness_area_1","soil_type_29","1"
3014,355,14,30,3,6461,196,214,155,3368,"wilderness_area_1","soil_type_20","1"
2877,75,25,180,-22,5419,241,183,58,4365,"wilderness_area_1","soil_type_29","1"
2877,348,10,547,85,4200,201,223,161,5597,"wilderness_area_1","soil_type_16","0"
2821,79,19,190,26,3302,241,202,83,6557,"wilderness_area_1","soil_type_30","1"
2503,57,7,150,10,1114,225,226,136,4295,"wilderness_area_1","soil_type_18","1"
2952,324,12,85,20,5658,188,226,178,4151,"wilderness_area_1","soil_type_24","1"
2922,87,17,150,0,5514,243,209,90,4291,"wilderness_area_1","soil_type_29","1"
2834,119,19,175,33,3342,248,220,92,6534,"wilderness_area_1","soil_type_30","1"
2652,342,14,85,27,1722,189,217,166,4986,"wilderness_area_1","soil_type_12","1"
3027,0,9,67,6,6505,206,222,154,3368,"wilderness_area_1","soil_type_20","1"
2929,303,11,258,125,4981,190,235,185,4838,"wilderness_area_1","soil_type_29","0"
3126,185,10,658,66,6119,222,247,158,1786,"wilderness_area_1","soil_type_29","1"
3146,225,13,451,14,6261,202,252,185,1897,"wilderness_area_1","soil_type_29","1"
2978,61,16,170,29,6136,231,206,103,3732,"wilderness_area_1","soil_type_24","0"
2955,337,6,467,151,4737,207,231,164,5104,"wilderness_area_1","soil_type_12","1"
2890,65,4,551,20,4290,223,231,143,5563,"wilderness_area_1","soil_type_29","0"
2840,107,9,247,3,3690,236,229,124,6199,"wilderness_area_1","soil_type_12","1"
2510,45,7,228,9,1124,222,225,138,4212,"wilderness_area_1","soil_type_18","1"
3123,207,14,679,73,6057,210,252,175,1784,"wilderness_area_1","soil_type_29","1"
3123,215,11,616,63,6117,209,251,176,1827,"wilderness_area_1","soil_type_29","1"
3109,105,3,240,0,6615,224,236,147,2706,"wilderness_area_1","soil_type_29","1"
3027,90,3,162,9,6433,225,234,145,3475,"wilderness_area_1","soil_type_29","1"
2873,126,8,366,26,3946,234,235,132,5947,"wilderness_area_1","soil_type_12","1"
2620,123,16,134,16,1725,245,227,106,4753,"wilderness_area_1","soil_type_30","1"
2582,13,15,85,21,1640,204,208,138,4492,"wilderness_area_1","soil_type_29","1"
2791,22,9,0,0,3221,215,221,143,6384,"wilderness_area_1","soil_type_20","1"
3109,200,18,636,68,6012,211,253,171,1838,"wilderness_area_1","soil_type_29","1"
3129,226,14,488,59,6154,200,252,187,1940,"wilderness_area_1","soil_type_29","1"
2783,88,6,277,20,2797,229,230,135,5942,"wilderness_area_1","soil_type_12","1"
2600,61,12,124,31,1626,230,214,115,4456,"wilderness_area_1","soil_type_29","1"
2893,48,7,350,36,4147,223,225,138,5799,"wilderness_area_1","soil_type_12","1"
2804,353,11,42,6,3279,201,221,158,6372,"wilderness_area_1","soil_type_29","1"
2541,7,6,268,16,1218,213,229,153,4174,"wilderness_area_1","soil_type_18","1"
3109,196,14,467,55,6090,216,251,166,1976,"wilderness_area_1","soil_type_29","1"
3132,163,16,297,55,6229,234,243,134,2106,"wilderness_area_1","soil_type_29","1"
2834,93,13,60,7,5408,240,220,108,4535,"wilderness_area_1","soil_type_29","0"
2962,15,3,379,135,4958,217,233,154,4983,"wilderness_area_1","soil_type_12","0"
3100,67,25,42,17,5145,236,182,63,1466,"wilderness_area_1","soil_type_29","0"
3034,188,15,323,26,5539,220,250,159,1749,"wilderness_area_1","soil_type_29","1"
3109,163,13,270,-19,6357,232,243,139,2525,"wilderness_area_1","soil_type_29","1"
3014,97,6,330,-3,6388,230,231,135,3625,"wilderness_area_1","soil_type_29","1"
2972,267,5,270,33,5958,208,242,172,4025,"wilderness_area_1","soil_type_24","1"
2968,75,11,272,29,5872,234,219,116,4107,"wilderness_area_1","soil_type_24","1"
2880,270,34,120,53,5221,115,229,242,4741,"wilderness_area_1","soil_type_24","1"
2916,355,10,446,46,4417,204,222,157,5559,"wilderness_area_1","soil_type_12","0"
2880,51,10,218,33,3985,225,219,127,6017,"wilderness_area_1","soil_type_12","1"
2536,43,11,362,16,1116,222,216,127,4082,"wilderness_area_1","soil_type_18","1"
3057,164,22,170,16,5318,234,241,126,1702,"wilderness_area_1","soil_type_29","1"
3037,184,12,402,49,5743,223,248,156,1851,"wilderness_area_1","soil_type_29","0"
3057,16,16,270,23,6670,204,205,134,3279,"wilderness_area_1","soil_type_29","1"
3018,132,6,360,-2,6396,229,237,141,3639,"wilderness_area_1","soil_type_29","0"
2827,71,10,30,6,3658,231,221,121,6400,"wilderness_area_1","soil_type_20","1"
2609,56,14,190,27,1606,228,208,110,4386,"wilderness_area_1","soil_type_29","1"
3047,239,13,426,72,5780,195,251,193,1907,"wilderness_area_1","soil_type_29","0"
3103,218,11,339,49,6088,208,250,177,2099,"wilderness_area_1","soil_type_29","1"
3109,180,9,277,39,6126,224,246,155,2147,"wilderness_area_1","soil_type_29","1"
3018,137,11,362,-12,6463,237,236,128,3602,"wilderness_area_1","soil_type_29","0"
2860,269,36,67,33,5271,106,226,245,4735,"wilderness_area_1","soil_type_24","1"
2932,284,28,182,105,5159,133,228,229,4847,"wilderness_area_1","soil_type_24","0"
2752,183,9,90,19,2631,223,246,157,5571,"wilderness_area_1","soil_type_12","1"
2753,167,6,108,25,2589,225,242,151,5526,"wilderness_area_1","soil_type_12","1"
2731,121,18,67,19,2489,248,223,96,5414,"wilderness_area_1","soil_type_29","1"
2533,63,8,443,13,1032,228,223,128,4002,"wilderness_area_1","soil_type_18","1"
3191,307,9,150,16,4817,195,235,180,1371,"wilderness_area_1","soil_type_29","0"
3018,190,5,285,23,5581,220,244,159,1865,"wilderness_area_1","soil_type_23","1"
3070,219,13,446,36,5941,205,252,182,2039,"wilderness_area_1","soil_type_29","1"
2704,36,4,0,0,2436,219,230,148,5306,"wilderness_area_1","soil_type_16","1"
3027,130,11,95,-6,5245,238,234,124,1771,"wilderness_area_1","soil_type_29","0"
3077,225,2,510,-31,6418,216,241,162,2989,"wilderness_area_1","soil_type_29","1"
2975,135,3,270,148,5098,225,238,148,4953,"wilderness_area_1","soil_type_12","1"
2840,41,5,30,3,3833,220,229,145,6282,"wilderness_area_1","soil_type_20","1"
2741,193,18,42,14,2654,215,252,164,5509,"wilderness_area_1","soil_type_29","1"
2714,79,5,170,21,2290,226,231,139,5070,"wilderness_area_1","soil_type_12","1"
2596,46,15,376,17,1381,224,207,114,4198,"wilderness_area_1","soil_type_29","1"
3172,90,11,309,13,4834,237,222,114,1463,"wilderness_area_1","soil_type_29","0"
3004,192,13,218,9,5516,218,250,163,1919,"wilderness_area_1","soil_type_23","1"
3008,180,16,256,23,5594,224,248,152,1943,"wilderness_area_1","soil_type_23","1"
3057,149,10,391,23,6548,234,240,137,3320,"wilderness_area_1","soil_type_29","1"
2975,153,7,270,148,5109,229,241,144,4964,"wilderness_area_1","soil_type_12","1"
2804,107,6,180,13,3158,231,232,134,6006,"wilderness_area_1","soil_type_12","1"
2737,124,10,30,4,2758,238,233,125,5581,"wilderness_area_1","soil_type_29","1"
2653,346,18,85,31,1950,182,208,163,4549,"wilderness_area_1","soil_type_29","1"
2636,22,13,268,47,1571,212,213,136,4302,"wilderness_area_1","soil_type_29","1"
3008,127,10,108,-5,5268,237,234,127,1894,"wilderness_area_1","soil_type_23","1"
3031,242,4,420,-2,6601,213,242,167,3486,"wilderness_area_1","soil_type_20","1"
2998,17,12,459,59,6157,210,214,140,3975,"wilderness_area_1","soil_type_24","1"
2867,155,16,60,-2,4071,237,240,128,6072,"wilderness_area_1","soil_type_30","1"
2733,54,4,0,0,2678,222,230,143,5447,"wilderness_area_1","soil_type_20","1"
2998,162,9,134,-2,5374,229,243,145,1958,"wilderness_area_1","soil_type_23","0"
2886,145,11,95,16,4243,236,238,132,5911,"wilderness_area_1","soil_type_30","1"
2847,97,11,182,16,3628,238,224,116,6415,"wilderness_area_1","soil_type_12","1"
2725,351,12,0,0,2643,199,220,159,5359,"wilderness_area_1","soil_type_12","1"
2727,19,12,108,19,2514,211,214,138,5202,"wilderness_area_1","soil_type_12","1"
2716,315,1,216,35,2308,217,237,158,4922,"wilderness_area_1","soil_type_12","1"
3152,97,18,234,88,4926,246,212,89,1664,"wilderness_area_1","soil_type_29","0"
2798,171,15,90,7,3261,229,246,144,6002,"wilderness_area_1","soil_type_12","1"
2794,180,9,90,-3,3192,224,246,155,5929,"wilderness_area_1","soil_type_12","1"
2742,18,9,42,9,2724,213,220,144,5408,"wilderness_area_1","soil_type_20","1"
3205,298,14,242,33,4602,180,234,194,1535,"wilderness_area_1","soil_type_29","0"
3165,126,11,319,98,4853,239,233,123,1655,"wilderness_area_1","soil_type_29","0"
3027,4,10,524,-6,6577,207,220,151,3636,"wilderness_area_1","soil_type_29","0"
2985,153,23,335,141,6046,240,234,110,4149,"wilderness_area_1","soil_type_30","1"
2890,107,9,85,10,4324,236,229,124,5875,"wilderness_area_1","soil_type_30","1"
2725,309,3,234,42,2419,211,237,165,4965,"wilderness_area_1","soil_type_12","1"
2725,105,5,190,44,2375,228,234,140,4900,"wilderness_area_1","soil_type_12","1"
2686,338,20,95,28,2049,172,207,171,4552,"wilderness_area_1","soil_type_29","1"
2686,338,25,350,77,1572,159,196,172,4237,"wilderness_area_1","soil_type_29","1"
2531,118,14,600,5,870,243,227,111,3811,"wilderness_area_1","soil_type_18","1"
2497,54,8,362,19,711,225,223,131,3705,"wilderness_area_1","soil_type_18","0"
3014,27,17,0,0,5155,211,201,122,1968,"wilderness_area_1","soil_type_23","0"
2978,147,25,324,131,6085,244,228,97,4138,"wilderness_area_1","soil_type_30","1"
3037,204,17,216,16,5828,208,253,174,2308,"wilderness_area_1","soil_type_29","1"
3070,77,10,598,36,6322,233,221,119,3308,"wilderness_area_1","soil_type_29","1"
2723,139,5,170,40,2457,228,238,144,4901,"wilderness_area_1","soil_type_12","1"
2720,123,10,150,37,2442,237,233,127,4880,"wilderness_area_1","soil_type_12","1"
2968,344,7,524,141,5005,206,229,162,5239,"wilderness_area_1","soil_type_12","0"
2939,67,12,216,43,4578,232,217,116,5682,"wilderness_area_1","soil_type_30","1"
2860,42,12,268,16,3812,222,213,125,6437,"wilderness_area_1","soil_type_12","1"
2719,302,6,108,12,1987,204,237,173,4442,"wilderness_area_1","soil_type_12","1"
3037,155,16,516,174,6519,237,240,128,3844,"wilderness_area_1","soil_type_30","1"
2844,136,14,30,4,5822,241,234,118,4484,"wilderness_area_1","soil_type_30","1"
2900,16,11,170,30,4144,211,217,142,6208,"wilderness_area_1","soil_type_29","1"
2752,83,8,228,19,2755,232,226,127,5155,"wilderness_area_1","soil_type_12","1"
3069,35,28,124,51,5037,204,168,85,2089,"wilderness_area_1","soil_type_29","0"
3021,160,19,426,158,6419,236,240,127,3961,"wilderness_area_1","soil_type_30","1"
2863,326,22,90,23,5669,160,209,186,4657,"wilderness_area_1","soil_type_24","1"
2991,353,11,541,72,4991,201,221,158,5331,"wilderness_area_1","soil_type_24","1"
2767,330,8,30,3,3020,202,231,168,5442,"wilderness_area_1","soil_type_12","1"
2714,233,2,120,7,2001,215,241,163,4417,"wilderness_area_1","soil_type_12","1"
2880,59,10,295,33,3906,228,219,124,6401,"wilderness_area_1","soil_type_20","1"
2736,47,8,153,9,2691,223,223,135,4956,"wilderness_area_1","soil_type_12","1"
2639,57,15,553,-88,1187,229,207,108,3877,"wilderness_area_1","soil_type_29","1"
2539,42,7,390,13,732,222,224,137,3622,"wilderness_area_1","soil_type_18","1"
2532,36,8,400,6,661,220,221,137,3583,"wilderness_area_1","soil_type_18","1"
3116,38,15,335,95,4788,218,205,118,1972,"wilderness_area_1","soil_type_20","0"
3054,225,14,752,20,6212,200,253,187,3515,"wilderness_area_1","soil_type_29","1"
2893,321,27,150,49,5666,141,202,196,4712,"wilderness_area_1","soil_type_24","1"
2955,307,14,255,111,5448,180,231,191,4924,"wilderness_area_1","soil_type_24","1"
2798,74,8,60,10,3205,230,226,129,5577,"wilderness_area_1","soil_type_12","1"
2699,9,17,42,9,2402,198,203,139,4669,"wilderness_area_1","soil_type_12","1"
2565,52,13,390,39,872,227,212,117,3680,"wilderness_area_1","soil_type_29","1"
2535,63,7,371,9,642,226,226,134,3556,"wilderness_area_1","soil_type_18","1"
2968,357,15,85,3,5264,196,212,153,2313,"wilderness_area_1","soil_type_29","0"
2998,214,12,150,20,5617,208,251,177,2486,"wilderness_area_1","soil_type_29","0"
3073,32,9,566,206,6326,218,221,139,3768,"wilderness_area_1","soil_type_29","1"
2909,110,29,134,62,6145,254,195,47,4287,"wilderness_area_1","soil_type_30","1"
2709,315,2,216,33,2101,214,237,161,4434,"wilderness_area_1","soil_type_12","1"
2722,98,7,218,-5,1484,231,231,132,4020,"wilderness_area_1","soil_type_12","1"
2686,91,16,365,-41,1339,243,213,95,3930,"wilderness_area_1","soil_type_29","1"
3178,131,9,604,6,4456,235,235,131,1865,"wilderness_area_1","soil_type_23","0"
2840,337,14,30,6,3703,188,219,170,6071,"wilderness_area_1","soil_type_29","1"
2739,126,10,95,10,2799,238,233,125,4944,"wilderness_area_1","soil_type_12","1"
2715,351,8,170,33,2244,206,227,159,4519,"wilderness_area_1","soil_type_12","1"
3031,199,12,509,-38,5768,215,250,168,2934,"wilderness_area_1","soil_type_29","1"
2850,338,14,170,23,3437,190,220,169,5725,"wilderness_area_1","soil_type_30","1"
2627,76,14,467,89,1092,237,213,105,3744,"wilderness_area_1","soil_type_29","1"
2572,42,7,309,46,836,222,224,137,3602,"wilderness_area_1","soil_type_29","1"
3014,199,10,792,95,5913,217,249,166,3268,"wilderness_area_1","soil_type_20","1"
2863,341,14,60,13,5989,189,218,167,4512,"wilderness_area_1","soil_type_24","1"
2988,315,14,404,151,5420,182,228,185,5059,"wilderness_area_1","soil_type_24","1"
2554,87,9,240,28,685,234,225,123,3503,"wilderness_area_1","soil_type_18","1"
2972,170,14,60,-5,5515,229,245,145,2620,"wilderness_area_1","soil_type_29","0"
